Model Year,Mfr Name,Carline,Eng Displ,# Cyl,City FE,Hwy FE,Comb FE
2020,Ford Motor Company,Expedition MAX 4WD,3.5,6,16,21,18
2020,Ford Motor Company,EXPLORER AWD,2.3,4,20,27,23
2020,Ford Motor Company,EXPLORER AWD,3,6,18,24,20
2020,Ford Motor Company,EXPLORER FFV AWD,3.3,6,16,23,19
2020,Ford Motor Company,EXPLORER HEV AWD,3.3,6,23,26,25
2020,General Motors,ACADIA AWD,2,4,21,27,23
2020,General Motors,ACADIA AWD,3.6,6,18,25,21
2020,General Motors,K1500 YUKON 4WD,5.3,8,15,21,17
2020,General Motors,K1500 YUKON 4WD,5.3,8,15,21,17
2020,General Motors,K1500 YUKON 4WD,6.2,8,14,22,17
2020,General Motors,K1500 YUKON XL 4WD,5.3,8,14,21,16
2020,General Motors,K1500 YUKON XL 4WD,5.3,8,14,21,16
2020,General Motors,K1500 YUKON XL 4WD,6.2,8,14,20,16
2020,Hyundai,Palisade AWD,3.8,6,19,24,21
2020,Nissan,QX80 4WD,5.6,8,13,19,15
2020,FCA US LLC,Grand Cherokee 4X4,3.6,6,18,25,21
2020,FCA US LLC,Grand Cherokee 4X4,5.7,8,14,22,17
2020,FCA US LLC,Grand Cherokee SRT 4x4,6.4,8,13,19,15
2020,FCA US LLC,Grand Cherokee Trackhawk 4x4,6.2,8,11,17,13
2020,Volkswagen Group of,Urus,4,8,12,17,14
2020,Jaguar Land Rover L,Defender 110,2,4,17,20,18
2020,Jaguar Land Rover L,Defender 110 MHEV,3,6,17,22,19
2020,Jaguar Land Rover L,Defender 90,2,4,18,21,19
2020,Jaguar Land Rover L,Defender 90 MHEV,3,6,17,22,19
2020,Jaguar Land Rover L,Discovery,3,6,21,26,23
2020,Jaguar Land Rover L,Discovery,3,6,16,21,18
2020,Jaguar Land Rover L,Range Rover,3,6,22,28,24
2020,Jaguar Land Rover L,Range Rover,5,8,16,21,18
2020,Jaguar Land Rover L,Range Rover LWB,5,8,16,21,18
2020,Jaguar Land Rover L,Range Rover LWB SVA,5,8,13,19,15
2020,Jaguar Land Rover L,Range Rover MHEV,3,6,19,24,21
2020,Jaguar Land Rover L,Range Rover Sport,3,6,22,28,24
2020,Jaguar Land Rover L,Range Rover Sport,5,8,17,22,19
2020,Jaguar Land Rover L,Range Rover Sport SVR,5,8,15,20,16
2020,Jaguar Land Rover L,Range Rover SVA,5,8,14,19,16
2020,Toyota,GX 460,4.6,8,15,19,16
2020,Toyota,LX 570,5.7,8,12,16,14
2020,Toyota,RX 450h AWD,3.5,6,31,28,30
2020,Toyota,RX 450hL AWD,3.5,6,29,28,29
2020,Ford Motor Company,AVIATOR AWD,3,6,17,24,20
2020,Ford Motor Company,NAVIGATOR 4WD,3.5,6,16,21,18
2020,Maserati,LEVANTE,3,6,15,21,17
2020,Maserati,LEVANTE GTS,3.8,8,14,18,15
2020,Maserati,LEVANTE S,3,6,15,21,17
2020,Maserati,LEVANTE TROFEO,3.8,8,14,18,15
2020,Mercedes-Benz,AMG G 63,4,8,13,15,14
2020,Mercedes-Benz,G 550,4,8,13,17,14
2020,Mercedes-Benz,GLE 450 4MATIC,3,6,19,24,21
2020,Mercedes-Benz,GLE 580 4MATIC,4,8,17,21,19
2020,Mercedes-Benz,GLS 450 4MATIC,3,6,19,23,21
2020,Mercedes-Benz,GLS 580 4MATIC,4,8,16,21,18
2020,Nissan,ARMADA 4WD,5.6,8,13,18,15
2020,Porsche,Cayenne,3,6,19,23,20
2020,Porsche,Cayenne Coupé,3,6,19,23,20
2020,Porsche,Cayenne S,2.9,6,18,22,20
2020,Porsche,Cayenne S Coupé,2.9,6,18,22,19
2020,Porsche,Cayenne Turbo,4,8,15,19,17
2020,Porsche,Cayenne Turbo Coupé,4,8,15,19,17
2020,Subaru,ASCENT AWD,2.4,4,21,27,23
2020,Subaru,ASCENT LIMITED/TOURING AWD,2.4,4,20,26,22
2020,Toyota,4RUNNER 4WD,4,6,16,19,17
2020,Toyota,4RUNNER 4WD,4,6,16,19,17
2020,Toyota,HIGHLANDER HYBRID AWD,2.5,4,35,35,35
2020,Toyota,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,35,34,35
2020,Toyota,LAND CRUISER WAGON 4WD,5.7,8,13,17,14
2020,Toyota,SEQUOIA 4WD,5.7,8,13,17,14
2020,Volkswagen Group of,Atlas 4Motion,3.6,6,16,22,19
2020,Volvo,XC90 AWD,2,4,18,26,21
2020,Volvo,XC90 AWD,2,4,20,27,23
2020,Pagani Automobili S,Pagani Huayra Roadster BC,6,12,10,15,12
